101,48,Cd,0.0,(5/2+), -75.8364,1.36 m 5 , ε : 100.00 % ,-7.22E+3 20,5498 5,4476 5,9713.2 22,9596 5,2087 18,-1.959E+4 18,-3.06E+4 3,8450.365 15,-49.768 15,1090.7 16,4987 5,252.0 1,,
100,47,Ag,0.0,(5)+, -78.1379,2.01 m 9 , ε : 100.00 % ,-3943 5,7075 18,6053 18,9497 8,7453 19,154 8,-16278 5,-2.664E+4 5,8484.99 5,-37.01 5,885 5,3244 7,15.52 16,,
99,46,Pd,0.0,(5/2)+, -82.1826,21.4 m 2 , ε : 100.00 % ,-5470 8,3399 8,2377 8,8933 7,5443 5,-1247 8,-1.719E+4 3,-2.750E+4 11,8537.93 5,-24.34 5,1084 10,6296 13,219.89 8,,
98,45,Rh,0.0,(2)+, -83.1752,8.72 m 12 , ε : 100.00 % ,-1854 13,5050 10,4028 10,8.65E+3 4,3257 12,-3240 13,-13441 13,-23134 13,8560.80 12,-13.08 12,914 20,4344 12,,,
96,43,Tc,0.0,7+, -85.8216,4.28 d 7 , ε : 100.00 % ,259 5,2973 5,1951 5,7872 7,-219 5,-6324 5,-10435 11,-19381 6,8614.87 5,4.49 5,801 5,5399 5,34.23 4,,
95,42,Mo,0.0,5/2+, -87.7118,STABLE,15.84% 11 ,-1691 5,-925.6 5,-1947.6 5,7369.11 9,-2051.9 9,-7731.51 20,-11625 4,-20248.4 10,8648.7197 10,8.0830 10,892.66 13,8631.8 15,59.3 6,,
94,41,Nb,0.0,6+, -86.3690,2.03×10+4 y 16 , β- : 100.00 % ,2045.0 15,900.3 15,-121.7 15,7227.54 8,-4018 7,-9431 11,-7633.3 15,-15703.1 15,8648.901 16,10.557 16,630.3 13,6536.0 15,40.892 12,,
93,40,Zr,0.0,5/2+, -87.1220,1.61×10+6 y 5 , β- : 100.00 % ,90.8 15,-2895 10,-3917 10,6734.3 4,-7036 8,-11544 3,-8740.1 18,-16627 3,8671.620 5,8.526 5,742.1 3,9595 9,266.82 5,,
92,39,Y,0.0,2-, -84.8164,3.54 h 1 , β- : 100.00 % ,3643 9,-1949 9,-2971 9,6537 9,-10044 11,-14360 12,-4992 9,-12187 9,8661.59 10,2.57 10,473 8,8454 11,,,
91,38,Sr,0.0,5/2+, -83.6519,9.65 h 6 , β- : 100.00 % ,2699 5,-5907 9,-6929 9,5775 6,-12678 6,-15982 6,-5229 6,-12086 6,8663.88 6,2.12 6,756 4,11576 8,93.628 4,,
90,37,Rb,0.0,0-, -79.3644,158 s 5 , β- : 100.00 % ,6584 7,-4405 7,-5427 7,5723 8,-15364 7,-18379 7,-1227 6,-7585 6,8631.51 7,-2.42 7,364 7,10118 7,106.90 3,,
89,36,Kr,0.0,3/2(+), -76.5357,3.15 m 4 , β- : 100.00 % ,5177 6,-8262 4,-9284 4,4916 3,-17543 4,-19941 4,-1998.1 22,-8080.6 21,8614.815 24,-5.106 24,789.4 22,13109 4,28.59 3,,
88,35,Br,0.0,(2-), -70.7159,16.34 s 8 , β- : 100.00 %  β-n : 6.58 % ,8975 4,-6832 5,-7854 5,4896 4,-2.000E+4 20,-22387 4,1922 3,-3593 3,8563.75 4,-14.43 4,367 3,11579 4,159.20 23,,
87,34,Se,0.0,(5/2+), -66.4261,5.50 s 14 , β- : 100.00 %  β-n : 0.36 % ,7466 4,-10808 4,-11830 4,3994 3,-2.23E+4 3,-2.43E+4 4,1135 4,-3993 4,8529.09 3,-23.07 3,768 3,14753 4,91.9 2,,
86,33,As,0.0, , -58.9621,0.945 s 8 , β- : 100.00 %  β-n : 35.50 %  β-2n ?  ,11541 4,-9.6E+3 4,-1.06E+4 4,3844 5,-2.49E+4 4,-2.64E+4 3,5380 4,843 4,8456.72 4,-37.52 4,441 3,13128 5,,,
85,32,Ge,0.0,"(3/2+,5/2+)", -53.1234,503 ms 18 , β- : 100.00 %  β-n : 14.00 %  β-2n ?  ,10066 5,-1.33E+4 3,-1.43E+4 3,3046 5,-2.79E+4 5,-2.85E+4 4,4659 5,403 5,8401.77 4,-52.83 4,6.5E+2 22,1.633E+4 20,107.2 1,,
84,31,Ga,0.0,(0-), -44.0880,85 ms 10 , β- : 100.00 %  β-n : 74.00 % ,1.406E+4 20,-1.22E+4 4,-1.32E+4 4,2.90E+3 20,,,8.82E+3 20,5.18E+3 20,8307.0 20,-74.6 20,5.1E+2 21,1.51E+4 4,,,
83,30,Zn,0.0, , -36.2900,117 ms 20 , β- : 100.00 %  β-n ?  ,1.30E+4 3,,,2.0E+3 3,,,8.6E+3 3,5.2E+3 3,8226 4,-94 4,8.E+2 3,1.83E+4 7,,,
82,29,Cu,0.0, , -25.3200,> 636 ns, β- : 100.00 %  β-n    β-2n   ,1.70E+4 6,,,2.0E+3 8,,,1.28E+4 6,1.02E+4 6,8103 7,-121 7,,,,,
108,54,Xe, ,0+, 0.0000, ,  ,,,,,,,,,,,,,,,
107,53,I, , , -49.4300, ,  ,,1.11E+4 3,1.01E+4 3,,2.12E+4 3,9.8E+3 3,,,8146 3,-67 3,,-1.5E+3 3,,,
106,52,Te,0.0,0+, -58.2197,70 µS 17 , α : 100.00 % ,,8.25E+3 10,7.23E+3 10,1.35E+4 3,1.913E+4 10,7.83E+3 10,,,8236.8 9,-65.4 9,1.54E+3 17,1.49E+3 10,664.8 3,664.8 3,
105,51,Sb,0.0,(5/2+), -64.0154,1.22 s 11 , ε : 99.00 %  p : 1.00 % ,-1.12E+4 3,9323 22,8301 22,1.291E+4 12,15625 24,4878 23,,,8300.99 21,-64.39 21,1.19E+3 6,-323 22,1219.41 20,,
104,50,Sn,0.0,0+, -71.6270,20.8 s 5 , ε : 100.00 % ,-1.245E+4 12,4556 8,3534 8,1.273E+4 7,12341 6,1736 6,-2.35E+4 3,,8383.91 5,-64.33 5,1.47E+3 4,4283 11,1260.1 3,1260.1 3,
103,49,In,0.0,(9/2)+, -74.6325,65 s 7 , ε : 100.00 % ,-7.66E+3 7,6019 10,4997 10,12009 11,10170 10,325 13,-1.777E+4 10,-3.05E+4 3,8423.72 9,-49.60 9,1194 8,2262 10,631.7 1,,
102,48,Cd,0.0,0+, -79.6596,5.5 m 5 , ε : 100.00 % ,-8965 5,2587 8,1565 8,11894.5 22,8243.5 18,-1517 5,-1.912E+4 20,-3.149E+4 18,8484.131 16,-37.711 16,1415.6 17,5614 5,776.55 14,776.55 14,
101,47,Ag,0.0,9/2+, -81.3343,11.1 m 3 , ε : 100.00 % ,-5498 5,4098 7,3076 7,11268 7,6078 8,-3032 19,-15211 5,-27546 5,8512.55 5,-23.58 5,1142 6,3411 18,98.00 9,,
99,45,Rh,0.0,1/2-, -85.5812,16.1 d 2 , ε : 100.00 % ,-3399 8,2044 7,1022 7,10477 14,1747 7,-6438 8,-12332 8,-23918 8,8580.16 7,-1.72 7,1198 12,4645 9,64.4 5,,
98,44,Ru,0.0,0+, -88.2248,STABLE,1.87% 3 ,-5050 10,-1793 7,-2815 7,10176 7,-109 6,-7969 6,-1.370E+4 4,-24680 12,8620.31 7,5.04 7,1352 5,8289 8,652.44 4,652.44 4,2435 10
97,43,Tc,0.0,9/2+, -87.2244,4.21×10+6 y 16 , ε : 100.00 % ,-1104 5,320 4,-702 4,9474 7,-1619 6,-8911 4,-9215 4,-19909 10,8623.72 4,15.80 4,1098 4,5719 4,96.57 6,,
96,42,Mo,0.0,0+, -88.7948,STABLE,16.67% 15 ,-2973 5,-3192.06 11,-4214.06 11,9154.33 5,-3356.03 7,-10423.9 9,-10845 5,-20779 4,8653.9873 10,17.4016 10,1166.63 13,9297.6 5,778.237 10,778.237 10,2234.63 4
95,41,Nb,0.0,9/2+, -86.7862,34.991 d 6 , β- : 100.00 % ,925.6 5,-1126.3 10,-2148.3 10,8488.5 16,-5577 7,-11724 6,-6443.5 5,-16121.8 5,8647.212 5,21.600 5,800.3 8,6805.9 5,235.69 2,,
94,40,Zr,0.0,0+, -87.2693,STABLE,17.38% 28 ,-900.3 15,-4918 6,-5940 6,8218.6 5,-8423.6 17,-14472 8,-8127.8 15,-16958.7 18,8666.8008 20,16.9844 20,878.3 5,10331 10,918.75 5,918.75 5,2057.63 10
93,39,Y,0.0,1/2-, -84.2271,10.18 h 8 , β- : 100.00 % ,2895 10,-4141 12,-5163 12,7482 14,-11607 13,-16744 12,-3839 10,-12474 10,8648.91 11,13.56 11,643 9,8649 11,590.220 21,,
92,38,Sr,0.0,0+, -82.8673,2.66 h 4 , β- : 100.00 % ,1949 9,-8095 6,-9117 6,7287 6,-14098 4,-19182 4,-4587 4,-12516 4,8648.91 4,9.57 4,998 5,12411 9,814.98 3,814.98 3,2185.0 4
91,37,Rb,0.0,3/2(-), -77.7450,58.2 s 3 , β- : 100.00 % ,5907 9,-6771 8,-7793 8,6452 10,-16638 9,-21034 8,132 8,-7679 8,8607.56 9,8.60 9,677 7,10075 8,108.789 6,,
89,35,Br,0.0,"(3/2-,5/2-)", -68.2742,4.357 s 22 , β- : 100.00 %  β-n : 13.80 % ,8262 4,-9282 5,-10304 5,5630 5,-2.15E+4 3,-2.484E+4 20,3346 4,-3707 3,8530.78 4,-5.76 4,916 3,11679 5,,,
88,34,Se,0.0,0+, -63.8841,1.53 s 6 , β- : 100.00 %  β-n : 0.99 % ,6832 5,-1.316E+4 20,-1.419E+4 20,5529 4,-2.37E+4 4,-2.71E+4 3,1936 5,-4395 5,8495.00 4,-19.25 4,1175 3,15555 4,,,
87,33,As,0.0,(3/2-), -55.6179,484 ms 40 , β- : 100.00 %  β-n : 15.40 % ,10808 4,-1.15E+4 3,-1.26E+4 3,4727 5,-2.64E+4 5,-2.88E+4 4,6814 4,653 4,8413.85 3,-30.36 3,7.9E+2 9,1.35E+4 4,,,
86,32,Ge,0.0,0+, -49.3999,226 ms 21 , β- : 100.00 %  β-n : 45.00 % ,9.6E+3 4,-1.53E+4 6,-1.63E+4 6,4.3E+3 4,,-3.15E+4 7,5.7E+3 4,0 AP,8355 5,-47 5,8.E+2 3,1.68E+4 5,527,527,
85,31,Ga,0.0,(5/2-), -39.8490,92 ms 4 , β- : 100.00 %  β-n > 35.00 % ,1.33E+4 3,-1.46E+4 6,-1.56E+4 6,3.8E+3 4,,,1.02E+4 3,5.0E+3 3,8255 4,-70 4,8.E+2 3,1.52E+4 5,,,
84,30,Zn,0.0,0+, 0000,> 633 ns, β- : 100.00 %  β-2n    β-n   ,1.22E+4 4,,,3.7E+3 5,,,9.3E+3 4,4.9E+3 4,8172 5,-93 5,1.2E+3 4,,,,
109,54,Xe,0.0,(7/2+), -46.1695,13 ms 2 , α : 100.00 % ,,1.15E+4 3,1.05E+4 3,,2.15E+4 3,1.23E+4 3,,,8107 3,-56 3,,8.E+2 3,,,
108,53,I,0.0,(1), -52.6496,36 ms 6 , α : 91.00 %  ε : 9.00 %  p < 1.00 % ,,1.313E+4 13,1.211E+4 13,1.13E+4 3,1.980E+4 13,1.071E+4 13,,,8174.9 12,-53.4 12,9.1E+2 19,-6.0E+2 11,,,
107,52,Te,0.0, , -60.5393,3.1 ms 1 , α : 70.00 %  ε : 30.00 % ,-1.11E+4 3,1.011E+4 7,9.09E+3 7,1.039E+4 12,1.797E+4 7,9.53E+3 7,,,8256.9 7,-47.9 7,1.46E+3 7,1.36E+3 7,90.3 4,,
106,51,Sb,0.0,(2+), -66.4732,0.6 s 2 , ε   ,-8.25E+3 10,10880 9,9858 9,10529 23,14135 14,5878 13,-2.17E+4 3,,8322.01 7,-52.53 7,861 12,424 8,103.5 3,,
105,50,Sn,0.0,(5/2+), -73.3379,32.7 s 5 , ε : 100.00 %  εp : 0.01 % ,-9323 22,6303 11,5281 11,9782 7,10996 4,3341 4,-2.224E+4 12,-3.33E+4 3,8397.23 4,-49.95 4,1153 5,4444 7,199.7 3,,
104,49,In,0.0,(6+), -76.1826,1.80 m 3 , ε : 100.00 % ,-4556 8,7786 6,6764 6,9621 11,8934 7,1331 7,-1.728E+4 7,-2.739E+4 10,8435.24 6,-38.36 6,954 8,2820 6,85.389 10,,
103,48,Cd,0.0,(5/2)+, -80.6516,7.3 m 1 , ε : 100.00 % ,-6019 10,4151 4,3129 4,9063.2 25,6805.6 20,-37.4 19,-18028 5,-2.818E+4 20,8489.754 18,-25.925 18,1162.4 18,5694 8,187.89 7,,
102,47,Ag,0.0,5(+), -82.2466,12.9 m 3 , ε : 100.00 % ,-2587 8,5656 8,4634 8,8984 10,4537 10,-2123 10,-14482 8,-24195 8,8517.16 8,-15.88 8,822 7,4104 9,9.40 7,,
101,46,Pd,0.0,5/2+, -85.4321,8.47 h 6 , ε : 100.00 % ,-4098 7,1980 4,958 4,8291 18,2526 5,-3494 5,-15365 7,-24862 8,8560.86 5,-4.77 5,1126 9,7130 19,80.3 1,,
100,45,Rh,0.0,1-, -85.5911,20.8 h 1 , ε : 100.00 % ,-3.8E+2 3,3636 18,2614 18,8081 19,430 18,-5552 18,-11480 19,-20413 19,8575.17 18,4.83 18,906 14,5255 18,32.696 13,,
99,44,Ru,0.0,5/2+, -87.6253,STABLE,12.76% 14 ,-2044 7,-297.5 9,-1319.5 9,7472 6,-1655.3 4,-6798.4 4,-12521 12,-2.117E+4 4,8608.712 3,12.516 3,1101 3,8482 3,89.57 6,,
98,43,Tc,0.0,(6)+, -86.4322,4.2×10+6 y 3 , β- : 100.00 % ,1793 7,1684 3,662 3,7279 5,-2908 6,-8115 5,-8383 4,-16494 3,8610.00 3,20.02 3,844 3,6176 3,21.80 9,,
97,42,Mo,0.0,5/2+, -87.5446,STABLE,9.60% 14 ,-320 4,-1939 4,-2961 4,6821.13 16,-4602.0 4,-9394.82 17,-9794 5,-17666 5,8635.0918 20,20.9507 20,910.72 18,9230.85 19,275 1,,
96,41,Nb,0.0,6+, -85.6028,23.35 h 5 , β- : 100.00 % ,3192.06 11,-163.97 10,-1185.97 10,6887.9 5,-7267 6,-11683 7,-5962.28 12,-13331.38 20,8628.8857 20,19.0753 20,593.2 22,7231.9 9,44.19 6,,
95,40,Zr,0.0,5/2+, -85.6599,64.032 d 6 , β- : 100.00 % ,1126.3 10,-4451 7,-5473 7,6461.9 9,-10540 6,-14103.2 19,-7362.2 17,-14589.7 17,8643.592 9,13.362 9,694.1 6,10597 6,953.97 13,,
93,38,Sr,0.0,5/2+, -80.0858,7.43 m 3 , β- : 100.00 % ,4141 12,-7466 9,-8488 9,5290 8,-15950 8,-18605 8,-3341 12,-9877 8,8612.79 8,7.14 8,771 6,12602 10,213.431 11,,
92,37,Rb,0.0,0-, -74.7724,4.492 s 20 , β- : 100.00 %  β-n : 0.01 % ,8095 6,-6003 7,-7025 7,5099 10,-18540 9,-20954 7,808 8,-4967 6,8569.42 7,2.50 7,410 7,11087 7,142.308 6,,
89,34,Se,0.0,(5/2+), -58.9923,0.43 s 5 , β- : 100.00 %  β-n : 7.80 % ,9282 5,-1.22E+4 3,-1.32E+4 3,3180 5,-2.53E+4 4,-2.61E+4 4,3652 5,-1243 5,8435.28 4,-21.99 4,8.5E+2 16,1.556E+4 20,,,
88,33,As,0.0, , -50.7200,0.20 s, β- : 100.00 % ,1.316E+4 20,-1.06E+4 4,-1.16E+4 4,3.17E+3 20,,-2.88E+4 5,7.64E+3 20,3.64E+3 20,8354.0 20,-38.8 20,5.1E+2 18,1.39E+4 4,,,
87,32,Ge,0.0,(5/2+), -44.0780,≈ 0.14 s, β- : 100.00 %  β-n   ,1.15E+4 3,-1.48E+4 6,-1.58E+4 6,2.8E+3 5,,,6.8E+3 3,3.0E+3 3,8290 3,-57 3,7.E+2 4,1.73E+4 5,,,
86,31,Ga,0.0, , -34.0800,43 ms +21-15 , β- : 100.00 %  β-n : 60.00 %  β-2n : 20.00 % ,1.53E+4 6,,,2.3E+3 5,,,1.10E+4 4,7.9E+3 4,8186 5,-81 5,5.E+2 4,1.61E+4 6,,,
85,30,Zn, , , 0000,> 637 ns, β- : 100.00 %  β-n ?   β-2n ?  ,1.46E+4 6,,,1.4E+3 6,,,1.08E+4 5,7.9E+3 5,8092 6,-100 6,,,,,
112,56,Ba, ,0+, 0.0000, ,  ,,,,,,,,,,,,,,,
110,54,Xe,0.0,0+, -51.9226,93 ms 3 , α : 64.00 %  ε    εp   ,,8.54E+3 11,7.52E+3 11,1.38E+4 3,2.031E+4 10,8.50E+3 10,,,8159.3 9,-44.2 9,1.64E+3 17,1.54E+3 10,469.70 20,469.70 20,
109,53,I,0.0,1/2+, -57.6724,93.5 µS 3 , p : 99.99 %  α : 0.01 % ,-1.15E+4 3,10043 8,9021 8,1.309E+4 13,18578 9,7484 9,,,8220.02 6,-38.92 6,1.12E+3 7,-820 4,,,
108,52,Te,0.0,0+, -65.7816,2.1 s 1 , ε : 51.00 %  α : 49.00 %  εp : 2.40 % ,-1.313E+4 13,6664 8,5642 8,1.331E+4 7,16288 8,5442 8,-2.44E+4 3,,8303.72 5,-39.75 5,1.65E+3 4,2417 7,625.20 20,625.20 20,
107,51,Sb,0.0,(5/2+), -70.6532,4.0 s 2 , ε : 100.00 % ,-1.011E+4 7,7859 7,6837 7,12251 9,12911 12,2666 13,-2.050E+4 10,-3.40E+4 3,8358.73 4,-38.63 4,1194 5,589 7,768.62 16,,
106,50,Sn,0.0,0+, -77.3536,115 s 5 , ε : 100.00 % ,-10880 9,3254 13,2232 13,12087 6,9778 5,-309 5,-21410 22,-3.432E+4 12,8432.04 5,-38.90 5,1429 5,5002 11,1207.7 5,1207.7 5,
105,49,In,0.0,9/2+, -79.6405,5.07 m 7 , ε : 100.00 % ,-6303 11,4693 10,3671 10,11529 12,7430 11,-1813 11,-16085 12,-2.881E+4 7,8464.70 10,-26.47 10,1245 10,2961 10,674.08 25,,
104,48,Cd,0.0,0+, -83.9683,57.7 m 10 , ε : 100.00 % ,-7786 6,1148 5,126 5,11388.1 25,5426.7 21,-3800.2 19,-17407 10,-29416 5,8517.622 16,-17.353 16,1475.7 16,6455 4,658.00 20,658.00 20,
103,47,Ag,0.0,7/2+, -84.8026,65.7 m 7 , ε : 100.00 % ,-4151 4,2654 4,1633 4,10627 9,3229 5,-5308 8,-13214 4,-25109 4,8537.65 4,-4.57 4,1121 5,4188 4,27.54 4,,
102,46,Pd,0.0,0+, -87.9031,STABLE,1.02% 1 ,-5656 8,-1120 6,-2142 6,10542 5,1203.3 4,-7234.0 4,-14640 5,-25908 5,8580.290 5,2.553 5,1458.4 23,7780 6,556.44 5,556.44 5,2342.95 21
101,45,Rh,0.0,1/2-, -87.4124,3.3 y 3 , ε : 100.00 % ,-1980 4,546 6,-476 6,9893 19,-1068 25,-8680 6,-10271 19,-21372 8,8588.22 6,13.77 6,1225 10,5474 6,157.32 3,,
100,44,Ru,0.0,0+, -89.2273,STABLE,12.60% 7 ,-3636 18,-3206.4 14,-4228.4 14,9673.32 3,-3034.36 17,-10546.3 4,-11717 7,-22195 12,8619.359 3,18.672 3,1435.8 3,9188.5 9,539.510 10,539.510 10,2166.884 10
99,43,Tc,0.0,9/2+, -87.3278,2.111×10+5 y 12 , β- : 100.00 % ,297.5 9,-1357.8 9,-2379.8 9,8967 3,-4993 12,-11092 5,-7174 7,-17350 3,8613.610 9,28.342 9,1101.3 19,6500.9 9,140.5110 10,,
98,42,Mo,0.0,0+, -88.1159,STABLE,24.39% 37 ,-1684 3,-4591 5,-5613 5,8642.60 6,-6829 8,-12462.3 4,-8963 4,-18437 5,8635.1680 20,27.5012 20,1358.56 20,9799 4,734.75 4,787.384 13,2017.52 3
97,41,Nb,0.0,9/2+, -85.6057,72.1 m 7 , β- : 100.00 % ,1939 4,-2663 4,-3685 4,8074 4,-9484 8,-14559 7,-4882 4,-14037 4,8623.17 4,26.45 4,1042 4,7456 4,743.35 3,,
96,40,Zr,0.0,0+, -85.4388,2.35×10+19 y 21 ,2.80% 9 ,163.97 10,-7103 6,-8125 6,7850.2 9,-12515 8,-17608 6,-6723.9 5,-15212.4 15,8635.3271 10,17.8759 10,1137.5 5,11519 7,1581.64 6,1750.497 15,1897.158 16
95,39,Y,0.0,1/2-, -81.2088,10.3 m 1 , β- : 100.00 % ,4451 7,-6089 7,-7111 7,6929 9,-15317 21,-19935 7,-2011 7,-10229 7,8604.97 7,16.26 7,865 6,9652 7,685.9 3,,
94,38,Sr,0.0,0+, -78.8457,75.3 s 2 , β- : 100.00 % ,3506 6,-10283 3,-11305 3,6831 8,-17498 12,-21999 3,-2690 11,-10172 9,8593.834 18,11.806 18,1243 5,13515 8,836.9 1,836.9 1,1926.28 14
93,37,Rb,0.0,5/2-, -72.6198,5.84 s 2 , β- : 100.00 %  β-n : 1.39 % ,7466 9,-8484 8,-9506 8,5919 10,-1.97E+4 4,-23676 10,2176 9,-5111 10,8540.92 8,11.62 8,952 6,11140 8,253.39 3,,
92,36,Kr,0.0,0+, -68.7693,1.840 s 8 , β- : 100.00 %  β-n : 0.03 % ,6003 7,-12537 7,-13559 7,5867 4,-2.20E+4 4,-2.55E+4 4,904 8,-5548 7,8512.67 3,2.81 3,1214 3,14951 4,769.1 5,769.1 5,
91,35,Br,0.0, , -61.1072,0.543 s 4 , β- : 100.00 %  β-n : 19.50 % ,9867 4,-1.05E+4 4,-1.15E+4 4,5178 5,-2.42E+4 4,-2.71E+4 4,5781 4,-714 4,8441.92 4,-3.15 4,991 5,1.26E+4 3,,,
90,34,Se,0.0,0+, -55.8002,195 ms +95-65 , β- : 100.00 %  β-n   ,8.2E+3 3,-1.45E+4 5,-1.55E+4 5,4.9E+3 3,-2.66E+4 6,-2.94E+4 5,4.4E+3 3,-1.2E+3 3,8396 4,-18 4,1.0E+3 3,1.63E+4 4,,,
89,33,As,0.0, , -46.7980,> 300 ns, β- : 100.00 %  β-n ?  ,1.22E+4 3,-1.31E+4 5,-1.41E+4 5,4.2E+3 4,,,9.0E+3 3,3.5E+3 3,8307 3,-32 3,8.E+2 3,1.39E+4 5,,,
88,32,Ge,0.0,0+, -40.1380,≥ 300 ns, β- : 100.00 % ,1.06E+4 4,,,4.1E+3 5,,,7.4E+3 4,2.7E+3 4,8243 5,-57 5,1.2E+3 4,1.82E+4 6,,,
87,31,Ga,0.0, , 0000,> 634 ns, β- : 100.00 %  β-n    β-2n   ,1.48E+4 6,,,3.2E+3 6,,,1.21E+4 7,7.7E+3 5,8129 6,-75 6,,,,,
113,56,Ba, , , -39.7840, ,  ,,1.20E+4 3,1.10E+4 3,,2.24E+4 3,1.30E+4 3,,,8036 3,-41 3,,8.E+2 3,,,
111,54,Xe,0.0,(7/2+), -54.3955,0.81 s 20 , ε : 90.00 %  α : 10.00 % ,-1.157E+4 21,1.056E+4 9,9.54E+3 9,1.054E+4 13,1.919E+4 9,1.055E+4 9,,,8180.8 8,-27.8 8,1.58E+3 8,1.22E+3 10,,,
110,53,I,0.0, , -60.4641,0.65 s 2 , ε : 83.00 %  α : 17.00 %  εp : 11.00 %  εα : 1.10 % ,-8.54E+3 11,1.177E+4 5,1.074E+4 5,1.086E+4 5,1.699E+4 5,8.50E+3 5,-2.24E+4 3,,8244.0 5,-29.5 5,8.5E+2 4,0 AP,,,
109,52,Te,0.0,(5/2+), -67.7153,4.6 s 3 , ε : 96.10 %  εp : 9.40 %  α : 3.90 %  ε < 5.0E-3 % ,-10043 8,8536 7,7514 7,10005 7,14915 9,7066 7,-2.314E+4 13,-3.44E+4 3,8319.33 4,-26.72 4,1290 5,2559 7,98.12 10,,
108,51,Sb,0.0,(4+), -72.4453,7.4 s 3 , ε : 100.00 % ,-6664 8,9625 8,8603 8,9863 7,11674 10,3830 12,-1.998E+4 7,-3.037E+4 10,8372.67 5,-28.52 5,1007 5,1222 8,259.5 4,,
107,50,Sn,0.0,(5/2+), -78.5122,2.90 m 5 , ε : 100.00 % ,-7859 7,5052 12,4030 12,9230 7,8478 6,1331 5,-20110 9,-30639 22,8439.49 5,-27.29 5,1200 5,5193 13,151.2 3,,
106,49,In,0.0,7+, -80.6081,6.2 m 1 , ε : 100.00 % ,-3254 13,6524 12,5502 12,9039 16,6334 13,-826 13,-15341 13,-25124 14,8470.12 12,-17.57 12,994 11,3563 12,28.6 3,,
105,48,Cd,0.0,5/2+, -84.3338,55.5 m 4 , ε : 100.00 % ,-4693 10,2737 4,1715 4,8436.8 22,4084.1 18,-2227.7 19,-16222 6,-25844 10,8516.852 13,-7.392 13,1216.4 14,6506 4,131.11 7,,
104,47,Ag,0.0,5+, -85.1164,69.2 m 10 , ε : 100.00 % ,-1148 5,4279 4,3257 4,8385 6,1843 5,-4374 5,-12536 5,-21599 5,8536.18 4,1.22 4,820 4,4948 4,6.90 22,,
103,46,Pd,0.0,5/2+, -87.4571,16.991 d 19 , ε : 100.00 % ,-2654 4,574.5 24,-447.5 24,7625.3 8,-190.0 9,-5639.7 9,-13282 8,-22265 5,8571.019 9,10.861 9,1191.9 10,7963 6,118.736 17,,
101,44,Ru,0.0,5/2+, -87.9581,STABLE,17.06% 2 ,-546 6,-1614 24,-2636 24,6802.04 24,-4438.2 3,-9054.1 3,-10438 18,-18519 7,8601.365 4,25.282 4,1208.8 4,9226.1 14,127.229 8,,
100,43,Tc,0.0,1+, -86.0209,15.46 s 19 , β- : 100.00 %  ε : 2.6E-3 % ,3206.4 14,172.1 14,-849.9 14,6764.4 10,-6224 8,-10975 12,-6466.9 14,-13939 7,8595.118 14,30.331 14,815 12,7339.8 13,172.15 4,,
99,42,Mo,0.0,1/2+, -85.9701,65.976 h 24 , β- : 100.00 % ,1357.8 9,-3635 12,-4657 12,5925.44 15,-8349 11,-11972 8,-7609 3,-14888 4,8607.7969 20,32.8195 20,1184.44 23,9734 5,97.785 3,,
98,41,Nb,0.0,1+, -83.5246,2.86 s 6 , β- : 100.00 % ,4591 5,-2238 10,-3260 10,5990 7,-11230 9,-14692 8,-4051 5,-10872 5,8596.30 5,26.05 5,446 7,7871 5,84 4,,
97,40,Zr,0.0,1/2+, -82.9426,16.749 h 8 , β- : 100.00 % ,2663 4,-6821 7,-7843 7,5575.1 4,-14361 3,-17307 8,-5411.2 4,-12299.0 7,8603.779 4,16.486 4,420 4,11896 6,1103.13 12,,
96,39,Y,0.0,0-, -78.3358,5.34 s 5 , β- : 100.00 % ,7103 6,-5412 10,-6434 10,5198 9,-16982 7,-19733 21,-747 6,-7209 6,8569.49 6,13.50 6,329 6,10505 8,122.297 3,,
95,38,Sr,0.0,1/2+, -75.1195,23.90 s 14 , β- : 100.00 % ,6089 7,-9228 20,-10250 20,4345 6,-18961 20,-21061 13,-839 9,-7035 12,8549.11 6,12.53 6,765 6,13846 6,352.02 6,,
94,37,Rb,0.0,3(-), -68.5627,2.702 s 5 , β- : 100.00 %  β-n : 10.50 % ,10283 3,-7215 12,-8237 12,4014 8,-2.12E+4 3,-2.30E+4 4,3452 8,-1838 4,8492.764 22,10.405 22,693 11,11716 3,4.54 11,,
93,36,Kr,0.0,1/2+, -64.1359,1.286 s 10 , β- : 100.00 %  β-n : 1.95 % ,8484 8,-1.12E+4 4,-1.23E+4 4,3438 4,-2.34E+4 4,-2.47E+4 4,2565 7,-2534 8,8458.11 3,2.18 3,923 6,15192 7,117.45 15,,
92,35,Br,0.0,(2-), -56.2328,0.314 s 16 , β- : 100.00 %  β-n : 33.10 % ,12537 7,-9.5E+3 4,-1.05E+4 4,3197 8,-2.53E+4 5,-2.66E+4 4,6670 7,2584 7,8384.91 7,-6.73 7,7.7E+2 22,1.29E+4 4,,,
91,34,Se,0.0, , -50.5801,0.27 s 5 , β- : 100.00 %  β-n : 21.00 % ,1.05E+4 4,-1.37E+4 6,-1.47E+4 6,2.9E+3 5,,-2.86E+4 7,5.3E+3 4,1.6E+3 4,8335 5,-24 5,7.E+2 4,1.65E+4 6,,,
